0.08465,0.00677537
0.10582,0.00879955
0.11289,0.0101396
0.134046,0.0114985
0.148159,0.0128479
0.155229,0.014188
0.141172,0.0155
0.127116,0.0168119
0.120101,0.0181333
0.120129,0.019464
0.113129,0.0214507
0.0920157,0.0220879
0.0850295,0.0247399
0.0850717,0.026736
0.106227,0.0280948
0.127369,0.0287883
0.155552,0.0294911
0.17668,0.0295193
0.211892,0.0295661
0.247104,0.029613
0.282317,0.0296598
0.3105,0.0303627
0.331642,0.0310561
0.366854,0.031103
0.395038,0.0318058
0.423208,0.0318433
0.451378,0.0318808
0.479547,0.0319183
0.51476,0.0319651
0.549972,0.032012
0.578142,0.0320495
0.606311,0.032087
0.641524,0.0321338
0.669694,0.0321713
0.690821,0.0321994
0.718991,0.0322369
0.754203,0.0322838
0.782387,0.0329866
0.810557,0.0330241
0.831684,0.0330522
0.859854,0.0330897
0.888024,0.0331272
0.92325,0.0338394
0.881009,0.0344485
0.845797,0.0344016
0.831698,0.0337176
0.761288,0.0342892
0.740174,0.0349264
0.704962,0.0348796
0.676792,0.0348421
0.64158,0.0347952
0.585226,0.0340549
0.500731,0.0346078
0.402137,0.0344766
0.296514,0.0350014
0.219061,0.0355637
0.106382,0.0354137
0.00778746,0.0352825
0.0289851,0.0386374
0.0712679,0.0400244
0.113523,0.0400806
0.141721,0.0414488
0.15589,0.0454597
0.163031,0.0501265
0.184228,0.0534814
0.198369,0.0561616
0.219525,0.0575204
0.233638,0.0588698
0.240737,0.0615406
0.254821,0.0615594
0.268934,0.0629088
0.297132,0.064277
0.311245,0.0656265
0.339443,0.0669947
0.360613,0.0690188
0.388797,0.0697217
0.395867,0.0710618
0.36774,0.0730203
0.325513,0.0742948
0.297357,0.0749227
0.269216,0.0762159
0.24106,0.0768438
0.212904,0.0774717
0.177734,0.0794209
0.156635,0.0807235
0.13555,0.0826914
0.128549,0.0846781
0.12862,0.0880049
0.135775,0.0933371
0.135831,0.0959985
0.121816,0.0993065
0.114872,0.103955
0.114956,0.107947
0.101012,0.114582
0.101082,0.117908
0.101181,0.122566
0.108308,0.126567
0.108378,0.129894
0.101392,0.132546
0.101476,0.136538
0.101574,0.141196
0.101631,0.143857
0.108757,0.147859
0.108828,0.151185
0.10887,0.153182
0.130053,0.155871
0.151223,0.157895
0.172392,0.159919
0.15835,0.161897
0.130208,0.16319
0.109095,0.163827
0.137293,0.165195
0.116193,0.166498
0.109207,0.16915
0.102193,0.170471
0.102221,0.171802
0.116348,0.173817
0.144532,0.17452
0.165659,0.174548
0.193829,0.174585
0.236112,0.175972
0.271324,0.176019
0.313579,0.176075
0.341749,0.176113
0.369918,0.17615
0.412159,0.175541
0.461456,0.175607
0.517796,0.175682
0.545966,0.175719
0.581192,0.176431
0.609376,0.177134
0.637546,0.177172
0.672758,0.177219
0.693885,0.177247
0.722055,0.177284
0.743182,0.177312
0.778395,0.177359
0.806565,0.177397
0.827692,0.177425
0.855862,0.177462
0.898116,0.177519
0.933343,0.178231
0.898159,0.179515
0.862946,0.179468
0.813663,0.180067
0.771408,0.180011
0.743239,0.179974
0.686899,0.179899
0.644644,0.179843
0.57422,0.179749
0.51788,0.179674
0.475626,0.179618
0.419286,0.179543
0.370017,0.180808
0.306621,0.180058
0.250295,0.180648
0.201012,0.181248
0.158757,0.181192
0.116489,0.18047
0.060149,0.180395
0.0320214,0.182354
0.0601912,0.182392
0.102488,0.184444
0.137742,0.186487
0.158912,0.188511
0.15901,0.193168
0.180194,0.195858
0.194363,0.199869
0.208518,0.203214
0.236744,0.205913
0.26497,0.208612
0.293182,0.210646
0.328437,0.212689
0.363677,0.214066
0.384847,0.21609
0.384875,0.217421
0.342662,0.219361
0.307478,0.220645
0.272294,0.221929
0.230053,0.222538
0.201912,0.223831
0.159713,0.226436
0.145656,0.227748
0.124599,0.231047
0.117585,0.232368
0.145811,0.235067
0.145867,0.237728
0.145938,0.241055
0.124852,0.243023
0.124951,0.247681
0.132078,0.251682
0.125134,0.25633
0.125204,0.259657
0.118218,0.262309
0.111274,0.266957
0.111414,0.273611
0.10447,0.278259
0.104625,0.285578
0.104751,0.291566
0.104836,0.295558
0.133062,0.298257
0.154203,0.29895
0.182443,0.302315
0.147273,0.304264
0.140273,0.306251
0.119188,0.308219
0.105159,0.310861
0.119286,0.312876
0.1123,0.315528
0.140498,0.316896
0.189823,0.318293
0.246148,0.317702
0.281361,0.317749
0.337714,0.318489
0.365884,0.318527
0.42221,0.317936
0.457436,0.318649
0.506719,0.318049
0.541945,0.318761
0.591243,0.318827
0.64054,0.318892
0.682794,0.318949
0.718007,0.318995
0.781389,0.31908
0.823658,0.319801
0.872955,0.319867
0.830742,0.321807
0.774417,0.322397
0.725119,0.322332
0.626511,0.321535
0.577214,0.321469
0.534959,0.321413
0.492719,0.322022
0.422322,0.323259
0.35894,0.323175
0.302601,0.3231
0.246261,0.323025
0.211035,0.322313
0.154695,0.322238
0.119483,0.322191
0.091327,0.322819
0.0631853,0.324112
0.0280011,0.325396
0.0421001,0.32608
0.0702839,0.326783
0.0914254,0.327476
0.119623,0.328845
0.140779,0.330203
0.147877,0.332874
0.154976,0.335545
0.176244,0.342227
0.204526,0.347587
0.239795,0.350295
0.268007,0.352329
0.303247,0.353706
0.338502,0.355749
0.366714,0.357783
0.36677,0.360444
0.324557,0.362384
0.282331,0.363659
0.240104,0.364933
0.197863,0.365542
0.169736,0.367501
0.141622,0.370125
0.127551,0.370771
0.120593,0.374754
0.141819,0.37944
0.134889,0.384753
0.127931,0.388736
0.0998875,0.394687
0.107057,0.400684
0.107113,0.403346
0.107253,0.409999
0.0932106,0.411976
0.0932949,0.415969
0.0933511,0.41863
0.10752,0.422641
0.107619,0.427298
0.128788,0.429322
0.157014,0.432021
0.171155,0.434702
0.135999,0.437316
0.107886,0.43994
0.1009,0.442592
0.0798426,0.445891
0.0869412,0.448562
0.10104,0.449246
0.12921,0.449283
0.178507,0.449349
0.227818,0.45008
0.277116,0.450145
0.31937,0.450201
0.354583,0.450248
0.396823,0.449639
0.453177,0.45038
0.509531,0.45112
0.572913,0.451204
0.615181,0.451926
0.622238,0.452601
0.664507,0.453322
0.713804,0.453388
0.756058,0.453444
0.819441,0.453528
0.84761,0.453566
0.896936,0.454962
0.854695,0.455571
0.798355,0.455496
0.763143,0.455449
0.727931,0.455402
0.685676,0.455346
0.650478,0.455965
0.594138,0.45589
0.565969,0.455852
0.481473,0.456405
0.375822,0.455599
0.28427,0.455477
0.206803,0.455374
0.115238,0.454587
0.0729829,0.454531
0.0307422,0.45514
0.00261456,0.457099
0.0378549,0.458476
0.0871802,0.459873
0.108336,0.461231
0.122463,0.463246
0.136646,0.467922
0.143745,0.470593
0.164956,0.474613
0.186182,0.479299
0.221451,0.482007
0.256719,0.484716
0.284931,0.486749
0.327228,0.488801
0.369539,0.491519
0.362567,0.494836
0.327355,0.49479
0.278071,0.495389
0.22176,0.496645
0.186576,0.497929
0.144349,0.499203
0.116207,0.500497
0.116264,0.503158
0.102319,0.509793
0.0883048,0.513101
0.0601771,0.51506
0.0954315,0.517102
0.123629,0.518471
0.144799,0.520495
0.187096,0.522547
0.229365,0.523269
0.278648,0.522669
0.335015,0.524075
0.40544,0.524168
0.454737,0.524234
0.504048,0.524965
0.574473,0.525059
0.630827,0.525799
0.708279,0.525237
0.771676,0.525986
0.898468,0.527486
0.799916,0.529351
0.722435,0.528582
0.567501,0.528376
0.490034,0.528273
0.391453,0.528807
0.292873,0.529341
0.208364,0.529229
0.130897,0.529126
0.0745713,0.529716
0.0464155,0.530344
0.0957408,0.53174
0.131009,0.534449
0.152221,0.538469
0.166376,0.541814
0.180559,0.54649
0.201715,0.547849
0.222913,0.551204
0.244068,0.552563
0.265252,0.555253
0.293464,0.557286
0.321676,0.55932
0.349888,0.561353
0.356972,0.563359
0.307745,0.56662
0.258476,0.567885
0.21625,0.569159
0.15998,0.572411
